Titulo,Descripcion,Categoria,Latitud,Longitud,fecha
39079,Colisión vehículo-vehículo,Camión,-34,-59,2021-08-06
39081,Sin determinar,Sin determinar,-35,-59,2021-08-28
39082,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-08-30
39083,Sin determinar,Motocicleta,-33,-60,2021-08-08
39084,Sin determinar,Automóvil,-33,-60,2021-08-29
39085,Sin determinar,Automóvil,-34,-60,2021-08-08
39088,Sin determinar,Sin determinar,-34,-59,2021-08-10
39089,Colisión vehículo-vehículo,Automóvil,-38,-60,2021-08-20
39089,Colisión vehículo-vehículo,Automóvil,-38,-60,2021-08-20
39090,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-08-16
39091,Colisión vehículo-vehículo,Automóvil,-35,-58,2021-08-01
39092,Sin determinar,Sin determinar,-35,-58,2021-08-04
39093,Colisión vehículo-persona,Sin determinar,-34,-59,2021-08-20
39094,Colisión vehículo-vehículo,Motocicleta,-34,-59,2021-08-24
39156,Vuelco-despistes,Automóvil,-32,-58,2022-06-19
39157,Colisión vehículo-vehículo,Bicicleta,-31,-58,2022-06-16
39158,Colisión vehículo-vehículo,Motocicleta,-32,-60,2022-06-11
39159,Colisión vehículo-vehículo,Automóvil,-31,-60,2022-06-17
39159,Colisión vehículo-vehículo,Automóvil,-31,-60,2022-06-17
39159,Colisión vehículo-vehículo,Automóvil,-31,-60,2022-06-17
39160,Vuelco-despistes,Motocicleta,-32,-60,2022-06-12
39161,Vuelco-despistes,Automóvil,-32,-59,2022-06-12
39164,Sin determinar,Sin determinar,-37,-63,2021-11-02
39164,Sin determinar,Sin determinar,-37,-63,2021-11-02
39166,Colisión vehículo-vehículo,Automóvil,-35,-58,2021-11-06
39167,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-11-07
39168,Vuelco-despistes,Automóvil,-36,-59,2021-11-28
39169,Colisión vehículo-vehículo,Motocicleta,-39,-62,2021-11-01
39170,Sin determinar,Motocicleta,-35,-58,2021-11-07
39171,Colisión vehículo-vehículo,Sin determinar,-35,-58,2021-11-07
39173,Sin determinar,Sin vehiculo,-35,-58,2021-11-03
39174,Sin determinar,Sin determinar,-35,-58,2021-11-09
39175,Sin determinar,Sin determinar,-35,-58,2021-11-12
39176,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-11-19
39177,Sin determinar,Automóvil,-35,-58,2021-11-27
39178,Sin determinar,Camión,-34,-59,2021-11-11
39180,Colisión vehículo-vehículo,Motocicleta,-34,-61,2021-11-08
39181,Colisión vehículo-vehículo,Motocicleta,-39,-62,2021-11-07
39183,Colisión vehículo-vehículo,Bicicleta,-37,-62,2021-11-09
39184,Sin determinar,Automóvil,-36,-58,2021-11-22
39184,Sin determinar,Automóvil,-36,-58,2021-11-22
39184,Sin determinar,Automóvil,-36,-58,2021-11-22
39184,Sin determinar,Automóvil,-36,-58,2021-11-22
39185,Colisión vehículo-vehículo,Automóvil,-37,-62,2021-11-20
39187,Vuelco-despistes,Camión,-34,-59,2021-11-10
39188,Sin determinar,Sin determinar,-35,-58,2021-11-08
39189,Sin determinar,Sin determinar,-35,-59,2021-11-19
39190,Colisión vehículo-vehículo,Camión,-35,-58,2021-11-25
39191,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-11-20
39192,Sin determinar,Sin determinar,-35,-59,2021-11-09
39196,Colisión vehículo-vehículo,Motocicleta,-38,-58,2021-11-03
39197,Colisión vehículo-vehículo,Motocicleta,-38,-58,2021-11-06
39198,Colisión vehículo-vehículo,Motocicleta,-38,-58,2021-11-07
39199,Colisión vehículo-persona,Sin vehiculo,-38,-58,2021-11-20
39201,Sin determinar,Sin determinar,-35,-59,2021-11-11
39202,Sin determinar,Tren,-35,-59,2021-11-15
39203,Sin determinar,Sin determinar,-35,-59,2021-11-16
39206,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-11-09
39207,Sin determinar,Automóvil,-35,-59,2021-11-08
39209,Colisión vehículo-vehículo,Automóvil,-35,-59,2021-11-20
39210,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-11-21
39211,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-11-21
39212,Sin determinar,Bicicleta,-35,-58,2021-11-01
39213,Colisión vehículo-vehículo,Sin vehiculo,-35,-58,2021-11-12
39215,Sin determinar,Sin determinar,-35,-58,2021-11-23
39216,Colisión vehículo-vehículo,Automóvil,-36,-59,2021-11-13
39217,Colisión vehículo-vehículo,Automóvil,-34,-62,2021-11-22
39218,Colisión vehículo-vehículo,Camioneta,-34,-62,2021-11-22
39219,Colisión vehículo-vehículo,Motocicleta,-35,-62,2021-11-07
39220,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-11-27
39221,Sin determinar,Automóvil,-35,-59,2021-11-20
39222,Colisión vehículo-vehículo,Colectivo,-35,-59,2021-11-24
39224,Sin determinar,Sin determinar,-34,-59,2021-11-18
39226,Sin determinar,Sin determinar,-35,-59,2021-11-06
39227,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-11-13
39228,Sin determinar,Sin determinar,-35,-59,2021-11-23
39229,Sin determinar,Sin determinar,-35,-59,2021-11-19
39229,Sin determinar,Sin determinar,-35,-59,2021-11-19
39230,Colisión vehículo-vehículo,Motocicleta,-39,-59,2021-11-24
39231,Sin determinar,Automóvil,-37,-60,2021-11-01
39232,Sin determinar,Sin determinar,-37,-60,2021-11-03
39233,Sin determinar,Automóvil,-36,-62,2021-11-23
39234,Colisión vehículo-vehículo,Automóvil,-36,-62,2021-11-23
39234,Colisión vehículo-vehículo,Automóvil,-36,-62,2021-11-23
39234,Colisión vehículo-vehículo,Automóvil,-36,-62,2021-11-23
39234,Colisión vehículo-vehículo,Automóvil,-36,-62,2021-11-23
39235,Colisión vehículo-vehículo,Automóvil,-36,-63,2021-11-13
39235,Colisión vehículo-vehículo,Automóvil,-36,-63,2021-11-13
39236,Colisión vehículo-vehículo,Automóvil,-36,-63,2021-11-13
39237,Sin determinar,Sin determinar,-34,-59,2021-11-21
39238,Sin determinar,Sin determinar,-34,-59,2021-11-30
39240,Colisión vehículo-vehículo,Ciclomotor,-34,-59,2021-11-26
39241,Colisión vehículo-persona,Sin vehiculo,-34,-59,2021-11-04
39243,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-11-23
39243,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-11-23
39244,Sin determinar,Sin determinar,-35,-59,2021-11-03
39246,Colisión vehículo-persona,Sin vehiculo,-34,-59,2021-11-10
39248,Sin determinar,Sin determinar,-35,-59,2021-11-12
39249,Sin determinar,Sin determinar,-35,-59,2021-11-26
39250,Colisión vehículo-vehículo,Motocicleta,-37,-57,2021-11-21
39291,Sin determinar,Sin determinar,-35,-58,2021-12-02
39292,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-12-11
39293,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-12-15
39295,Colisión vehículo-vehículo,Automóvil,-35,-58,2021-12-02
39296,Sin determinar,Motocicleta,-35,-58,2021-12-17
39297,Colisión vehículo-vehículo,Tren,-35,-58,2021-12-19
39297,Colisión vehículo-vehículo,Tren,-35,-58,2021-12-19
39297,Colisión vehículo-vehículo,Tren,-35,-58,2021-12-19
39297,Colisión vehículo-vehículo,Tren,-35,-58,2021-12-19
39299,Colisión vehículo-persona,Automóvil,-35,-58,2021-12-06
39300,Colisión vehículo-objeto,Motocicleta,-35,-58,2021-12-21
39301,Colisión vehículo-vehículo,Camión,-34,-59,2021-12-18
39302,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-12-11
39303,Colisión vehículo-vehículo,Ciclomotor,-35,-59,2021-12-13
39304,Colisión vehículo-vehículo,Camión,-35,-59,2021-12-13
39305,Vuelco-despistes,Automóvil,-35,-59,2021-12-25
39306,Vuelco-despistes,Camioneta,-35,-59,2021-12-25
39306,Vuelco-despistes,Camioneta,-35,-59,2021-12-25
39307,Colisión vehículo-vehículo,Bicicleta,-39,-62,2021-12-23
39308,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-12-14
39308,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-12-14
39309,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-12-14
39309,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-12-14
39309,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-12-14
39309,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-12-14
39310,Sin determinar,Sin determinar,-36,-58,2021-12-15
39311,Vuelco-despistes,Automóvil,-35,-60,2021-12-02
39312,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-12-02
39314,Colisión vehículo-vehículo,Ciclomotor,-34,-59,2021-12-22
39315,Sin determinar,Automóvil,-34,-59,2021-12-26
39316,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-12-30
39317,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-12-12
39320,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-12-09
39321,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-12-12
39322,Colisión vehículo-vehículo,Camioneta,-35,-59,2021-12-03
39324,Colisión vehículo-vehículo,Automóvil,-37,-62,2021-12-13
39326,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-12-11
39328,Colisión vehículo-vehículo,Ciclomotor,-36,-57,2021-12-08
39329,Sin determinar,Sin determinar,-35,-59,2021-12-07
39330,Colisión vehículo-objeto,Automóvil,-35,-59,2021-12-08
39331,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-12-28
39332,Colisión vehículo-vehículo,Camioneta,-35,-58,2021-12-08
39333,Colisión vehículo-objeto,Automóvil,-35,-58,2021-12-04
39334,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-12-08
39335,Vuelco-despistes,Motocicleta,-35,-58,2021-12-28
39336,Sin determinar,Sin determinar,-35,-58,2021-12-29
39337,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-12-29
39339,Colisión vehículo-vehículo,Micro larga distancia,-35,-59,2021-12-04
39340,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-12-22
39341,Colisión vehículo-vehículo,Sin determinar,-35,-59,2021-12-05
39342,Colisión vehículo-vehículo,Automóvil,-35,-59,2021-12-18
39343,Colisión vehículo-vehículo,Sin determinar,-35,-59,2021-12-19
39344,Vuelco-despistes,Camioneta,-35,-58,2021-12-26
39345,Colisión vehículo-vehículo,Sin determinar,-35,-59,2021-12-06
39346,Colisión vehículo-vehículo,Sin determinar,-35,-59,2021-12-23
39347,Vuelco-despistes,Sin determinar,-35,-59,2021-12-07
39348,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-12-22
39349,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-12-19
39350,Colisión vehículo-vehículo,Motocicleta,-35,-61,2021-12-18
39351,Colisión vehículo-persona,Sin vehiculo,-37,-60,2021-12-05
39352,Colisión vehículo-vehículo,Motocicleta,-36,-62,2021-12-05
39352,Colisión vehículo-vehículo,Sin determinar,-36,-62,2021-12-05
39354,Colisión vehículo-vehículo,Motocicleta,-34,-60,2021-12-13
39355,Colisión vehículo-vehículo,Motocicleta,-34,-61,2021-12-27
39356,Colisión vehículo-vehículo,Sin determinar,-34,-59,2021-12-01
39357,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-12-06
39359,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-12-22
39360,Colisión vehículo-vehículo,Motocicleta,-35,-57,2021-12-26
39361,Colisión vehículo-vehículo,Sin determinar,-35,-57,2021-12-26
39362,Colisión vehículo-persona,Sin vehiculo,-33,-60,2021-12-21
39363,Vuelco-despistes,Ciclomotor,-34,-61,2021-12-27
39364,Colisión vehículo-vehículo,Motocicleta,-34,-59,2021-12-01
39365,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-12-19
39366,Sin determinar,Automóvil,-35,-59,2021-12-28
39367,Colisión vehículo-vehículo,Sin determinar,-35,-58,2021-12-26
39368,Vuelco-despistes,Camioneta,-35,-58,2021-12-31
39369,Colisión vehículo-vehículo,Sin determinar,-37,-59,2021-12-05
39370,Colisión vehículo-vehículo,Sin determinar,-37,-59,2021-12-17
39372,Colisión vehículo-vehículo,Motocicleta,-34,-59,2021-12-08
39373,Colisión vehículo-persona,Sin vehiculo,-34,-59,2021-12-16
39376,Colisión vehículo-persona,Sin determinar,-34,-59,2021-12-06
39424,Colisión vehículo-vehículo,Motocicleta,-25,-65,2022-05-14
39427,Colisión vehículo-objeto,Motocicleta,-25,-65,2022-05-18
39430,Colisión vehículo-vehículo,Motocicleta,-25,-65,2022-05-13
39432,Vuelco-despistes,Automóvil,-39,-69,2022-03-27
39434,Vuelco-despistes,Motocicleta,-39,-71,2022-03-13
39435,Colisión vehículo-vehículo,Automóvil,-40,-69,2022-03-27
39435,Colisión vehículo-vehículo,Automóvil,-40,-69,2022-03-27
39436,Colisión vehículo-objeto,Automóvil,-39,-68,2022-03-03
39439,Colisión vehículo-vehículo,Motocicleta,-27,-55,2022-06-11
39440,Colisión vehículo-persona,Sin vehiculo,-27,-55,2022-06-13
39441,Colisión vehículo-vehículo,Motocicleta,-45,-69,2022-05-31
39442,Vuelco-despistes,Camioneta,-46,-68,2022-05-31
39445,Colisión vehículo-persona,Sin vehiculo,-31,-69,2022-04-03
39446,Colisión vehículo-vehículo,Ciclomotor,-32,-69,2022-04-04
39448,Colisión vehículo-vehículo,Bicicleta,-32,-68,2022-04-26
39449,Colisión vehículo-vehículo,Motocicleta,-32,-68,2022-04-16
39451,Vuelco-despistes,Automóvil,-39,-68,2022-04-03
39452,Vuelco-despistes,Camioneta,-39,-68,2022-04-03
39453,Colisión vehículo-vehículo,Automóvil,-39,-68,2022-04-07
39454,Colisión vehículo-persona,Bicicleta,-39,-68,2022-04-17
39455,Colisión vehículo-vehículo,Motocicleta,-39,-69,2022-04-09
39456,Colisión vehículo-vehículo,Camioneta,-39,-70,2022-05-07
39456,Colisión vehículo-vehículo,Automóvil,-39,-70,2022-05-07
39456,Colisión vehículo-vehículo,Automóvil,-39,-70,2022-05-07
39457,Colisión vehículo-objeto,Motocicleta,-37,-70,2022-04-22
39457,Colisión vehículo-objeto,Motocicleta,-37,-70,2022-04-22
39460,Vuelco-despistes,Ciclomotor,-50,-72,2022-06-21
39461,Vuelco-despistes,Camioneta,-50,-69,2022-06-18
39464,Caída del ocupante,Motocicleta,-30,-67,2022-04-15
39465,Colisión vehículo-animal,Camioneta,-29,-67,2022-04-16
39466,Colisión vehículo-vehículo,Motocicleta,-29,-67,2022-04-19
39467,Colisión vehículo-vehículo,Motocicleta,-31,-67,2022-04-23
39469,Colisión vehículo-vehículo,Motocicleta,-29,-67,2022-05-03
39471,Vuelco-despistes,Automóvil,-29,-67,2022-05-25
39472,Caída del ocupante,Motocicleta,-29,-68,2022-05-14
39474,Colisión vehículo-vehículo,Motocicleta,-23,-64,2022-06-08
39476,Colisión vehículo-vehículo,Automóvil,-26,-55,2022-07-20
39477,Colisión vehículo-vehículo,Motocicleta,-26,-55,2022-07-21
39479,Colisión vehículo-vehículo,Motocicleta,-33,-61,2022-06-01
39480,Colisión vehículo-objeto,Motocicleta,-33,-61,2022-06-02
39481,Colisión vehículo-vehículo,Bicicleta,-33,-61,2022-06-04
39482,Colisión vehículo-vehículo,Bicicleta,-33,-61,2022-06-07
39483,Colisión vehículo-vehículo,Motocicleta,-33,-61,2022-06-08
39484,Colisión vehículo-vehículo,Motocicleta,-33,-61,2022-06-19
39492,Colisión vehículo-objeto,Motocicleta,-34,-62,2022-06-20
39494,Vuelco-despistes,Motocicleta,-29,-60,2022-06-10
39495,Colisión vehículo-objeto,Motocicleta,-29,-60,2022-06-12
39496,Colisión vehículo-objeto,Motocicleta,-32,-61,2022-06-04
39500,Colisión vehículo-objeto,Ambulancia,-30,-60,2022-06-19
39501,Colisión vehículo-persona,Sin vehiculo,-33,-61,2022-06-21
39501,Colisión vehículo-persona,Sin vehiculo,-33,-61,2022-06-21
39515,Colisión vehículo-vehículo,Automóvil,-38,-69,2022-07-22
39517,Colisión vehículo-vehículo,Automóvil,-39,-69,2022-07-29
39517,Colisión vehículo-vehículo,Automóvil,-39,-69,2022-07-29
39518,Colisión vehículo-objeto,Automóvil,-37,-65,2022-07-10
39519,Colisión vehículo-vehículo,Automóvil,-36,-64,2022-07-07
39520,Colisión vehículo-vehículo,Motocicleta,-37,-64,2022-07-19
39521,Vuelco-despistes,Camioneta,-37,-64,2022-07-21
39522,Vuelco-despistes,Camioneta,-36,-64,2022-07-23
39522,Vuelco-despistes,Camioneta,-36,-64,2022-07-23
39526,Colisión vehículo-vehículo,Motocicleta,-26,-58,2022-07-07
39531,Vuelco-despistes,Motocicleta,-26,-58,2022-07-31
39533,Colisión vehículo-vehículo,Automóvil,-50,-69,2022-07-28
39534,Vuelco-despistes,Camioneta,-47,-68,2022-05-14
39537,Colisión vehículo-vehículo,Motocicleta,-27,-55,2022-07-31
39539,Colisión vehículo-vehículo,Automóvil,-32,-58,2022-07-02
39540,Vuelco-despistes,Automóvil,-31,-58,2022-07-10
39540,Vuelco-despistes,Automóvil,-31,-58,2022-07-10
39541,Colisión vehículo-vehículo,Motocicleta,-33,-59,2022-07-10
39543,Colisión vehículo-objeto,Automóvil,-33,-60,2022-07-30
39561,Colisión vehículo-vehículo,Motocicleta,-32,-61,2022-07-30
39562,Colisión vehículo-vehículo,Motocicleta,-32,-61,2022-07-31
39564,Colisión vehículo-persona,Sin vehiculo,-33,-61,2022-07-02
39566,Colisión vehículo-vehículo,Automóvil,-33,-61,2022-07-09
39567,Colisión vehículo-persona,Sin vehiculo,-33,-61,2022-07-11
39568,Colisión vehículo-objeto,Motocicleta,-33,-61,2022-07-14
39569,Colisión vehículo-vehículo,Motocicleta,-33,-61,2022-07-19
39570,Colisión vehículo-vehículo,Automóvil,-33,-61,2022-07-20
39570,Colisión vehículo-vehículo,Automóvil,-33,-61,2022-07-20
39570,Colisión vehículo-vehículo,Automóvil,-33,-61,2022-07-20
39571,Colisión vehículo-vehículo,Motocicleta,-33,-61,2022-07-31
39572,Colisión vehículo-vehículo,Motocicleta,-29,-60,2022-07-25
39574,Colisión vehículo-persona,Sin vehiculo,-30,-60,2022-07-09
39578,Colisión vehículo-vehículo,Motocicleta,-28,-66,2022-04-08
39580,Vuelco-despistes,Motocicleta,-31,-68,2022-05-09
39582,Colisión vehículo-vehículo,Automóvil,-32,-69,2022-05-19
39583,Vuelco-despistes,Automóvil,-32,-69,2022-05-20
39584,Colisión vehículo-objeto,Motocicleta,-32,-69,2022-05-02
39585,Colisión vehículo-vehículo,Bicicleta,-32,-69,2022-05-12
39586,Colisión vehículo-objeto,Bicicleta,-32,-69,2022-05-27
39588,Vuelco-despistes,Bicicleta,-31,-67,2022-05-10
39595,Colisión vehículo-vehículo,Motocicleta,-29,-67,2022-06-05
39596,Colisión vehículo-persona,Sin vehiculo,-29,-67,2022-06-17
39597,Colisión vehículo-vehículo,Motocicleta,-29,-67,2022-06-19
39599,Vuelco-despistes,Camioneta,-29,-68,2022-06-27
39602,Colisión vehículo-vehículo,Automóvil,-24,-65,2022-03-19
39605,Colisión vehículo-vehículo,Motocicleta,-24,-64,2022-03-06
39605,Colisión vehículo-vehículo,Motocicleta,-24,-64,2022-03-06
39606,Colisión vehículo-persona,Sin vehiculo,-26,-55,2022-07-15
39610,Colisión vehículo-vehículo,Motocicleta,-27,-55,2022-07-03
39613,Colisión vehículo-vehículo,Motocicleta,-28,-56,2022-08-27
39614,Colisión vehículo-vehículo,Motocicleta,-28,-55,2022-08-04
39617,Colisión vehículo-persona,Automóvil,-43,-65,2022-06-04
39618,Colisión vehículo-vehículo,Motocicleta,-22,-64,2022-06-17
39619,Colisión vehículo-vehículo,Bicicleta,-23,-64,2022-06-21
39623,Colisión vehículo-objeto,Motocicleta,-25,-66,2022-06-27
39627,Caída del ocupante,Motocicleta,-23,-64,2022-07-10
39629,Colisión vehículo-objeto,Motocicleta,-25,-65,2022-07-15
39630,Colisión vehículo-vehículo,Motocicleta,-23,-64,2022-07-15
39632,Colisión vehículo-persona,Sin vehiculo,-23,-64,2022-07-18
39633,Vuelco-despistes,Automóvil,-26,-65,2022-07-23
39634,Colisión vehículo-vehículo,Motocicleta,-25,-65,2022-07-24
39636,Colisión vehículo-persona,Sin vehiculo,-23,-64,2022-08-03
39637,Colisión vehículo-vehículo,Camioneta,-25,-64,2022-08-05
39640,Vuelco-despistes,Tractor,-31,-67,2022-06-23
39641,Vuelco-despistes,Motocicleta,-32,-69,2022-06-01
39642,Vuelco-despistes,Motocicleta,-32,-69,2022-06-30
39643,Colisión vehículo-vehículo,Motocicleta,-32,-69,2022-06-24
39644,Colisión vehículo-persona,Sin vehiculo,-32,-69,2022-06-30
39645,Colisión vehículo-vehículo,Motocicleta,-32,-69,2022-06-24
39645,Colisión vehículo-vehículo,Motocicleta,-32,-69,2022-06-24
39647,Colisión vehículo-vehículo,Motocicleta,-32,-68,2022-06-25
39649,Colisión vehículo-vehículo,Motocicleta,-32,-69,2022-06-20
39659,Colisión vehículo-vehículo,Motocicleta,-25,-58,2022-08-27
39660,Colisión vehículo-vehículo,Motocicleta,-26,-58,2022-08-28
39668,Vuelco-despistes,Motocicleta,-28,-68,2022-07-01
39671,Colisión vehículo-vehículo,Motocicleta,-36,-64,2022-08-31
39672,Colisión vehículo-vehículo,Automóvil,-36,-64,2022-08-09
39673,Colisión vehículo-vehículo,Automóvil,-35,-64,2022-08-29
39673,Colisión vehículo-vehículo,Automóvil,-35,-64,2022-08-29
39674,Colisión vehículo-vehículo,Camioneta,-36,-64,2022-08-08
39675,Colisión vehículo-persona,Sin vehiculo,-39,-68,2022-01-05
39676,Colisión vehículo-vehículo,Motocicleta,-39,-68,2022-01-18
39677,Vuelco-despistes,Camión,-39,-68,2022-01-24
39678,Colisión vehículo-persona,Sin vehiculo,-39,-68,2022-01-25
39679,Colisión vehículo-vehículo,Motocicleta,-39,-68,2022-01-31
39682,Colisión vehículo-persona,Sin vehiculo,-39,-70,2022-02-02
39684,Colisión vehículo-vehículo,Automóvil,-40,-71,2022-02-21
39686,Vuelco-despistes,Automóvil,-37,-71,2022-05-02
39688,Colisión vehículo-vehículo,Automóvil,-39,-68,2022-05-20
39689,Colisión vehículo-vehículo,Motocicleta,-39,-68,2022-05-20
39690,Colisión vehículo-persona,Sin vehiculo,-39,-69,2022-05-01
39694,Colisión vehículo-vehículo,Camioneta,-47,-68,2022-07-06
39695,Colisión vehículo-vehículo,Automóvil,-23,-64,2022-08-08
39696,Colisión vehículo-persona,Sin vehiculo,-22,-64,2022-08-14
39698,Colisión vehículo-objeto,Motocicleta,-25,-65,2022-08-20
39702,Colisión vehículo-vehículo,Motocicleta,-25,-65,2022-08-22
39705,Colisión vehículo-vehículo,Bicicleta,-25,-65,2022-08-24
39708,Colisión vehículo-persona,Otro,-27,-56,2022-08-20
39711,Colisión vehículo-vehículo,Motocicleta,-26,-55,2022-09-15
39712,Sin determinar,Sin determinar,-26,-55,2022-09-26
39714,Colisión vehículo-persona,Sin vehiculo,-24,-65,2022-03-03
39727,Colisión vehículo-vehículo,Motocicleta,-32,-61,2022-08-10
39729,Colisión vehículo-vehículo,Motocicleta,-32,-61,2022-08-22
39731,Colisión vehículo-persona,Sin vehiculo,-33,-61,2022-08-11
39732,Vuelco-despistes,Motocicleta,-33,-61,2022-08-14
39735,Colisión vehículo-vehículo,Bicicleta,-30,-60,2022-08-21
39736,Colisión vehículo-vehículo,Motocicleta,-30,-60,2022-08-24
39738,Colisión vehículo-vehículo,Motocicleta,-32,-62,2022-08-07
39747,Colisión vehículo-persona,Sin vehiculo,-23,-65,2022-04-03
39748,Colisión vehículo-vehículo,Micro larga distancia,-24,-65,2022-04-26
39754,Vuelco-despistes,Automóvil,-49,-68,2022-09-17
39754,Vuelco-despistes,Automóvil,-49,-68,2022-09-17
39758,Colisión vehículo-persona,Sin determinar,-35,-58,2020-12-08
39759,Colisión vehículo-vehículo,Sin determinar,-35,-58,2020-12-19
39760,Colisión vehículo-objeto,Automóvil,-35,-58,2020-12-26
39761,Colisión vehículo-vehículo,Camioneta,-35,-58,2020-12-30
39771,Colisión vehículo-vehículo,Motocicleta,-26,-58,2022-09-04
39773,Vuelco-despistes,Motocicleta,-26,-58,2022-09-11
39774,Vuelco-despistes,Motocicleta,-26,-58,2022-09-11
39775,Vuelco-despistes,Motocicleta,-25,-58,2022-09-11
39778,Colisión vehículo-vehículo,Motocicleta,-26,-58,2022-09-16
39783,Colisión vehículo-vehículo,Motocicleta,-25,-58,2022-09-25
39789,Vuelco-despistes,Motocicleta,-39,-68,2022-09-17
39790,Colisión vehículo-persona,Motocicleta,-39,-68,2022-09-04
39792,Colisión vehículo-vehículo,Camioneta,-40,-71,2022-09-25
39793,Vuelco-despistes,Automóvil,-37,-69,2022-09-07
39795,Colisión vehículo-vehículo,Camioneta,-32,-58,2022-08-05
39800,Vuelco-despistes,Automóvil,-32,-60,2022-08-06
39802,Vuelco-despistes,Automóvil,-32,-59,2022-08-28
39802,Vuelco-despistes,Automóvil,-32,-59,2022-08-28
39803,Colisión vehículo-vehículo,Camión,-33,-60,2022-08-19
39803,Colisión vehículo-vehículo,Camión,-33,-60,2022-08-19
39811,Colisión vehículo-objeto,Motocicleta,-24,-65,2022-06-05
39813,Colisión vehículo-vehículo,Bicicleta,-24,-65,2022-04-19
39814,Colisión vehículo-vehículo,Automóvil,-24,-65,2022-04-10
39814,Colisión vehículo-vehículo,Automóvil,-24,-65,2022-04-10
39817,Vuelco-despistes,Camioneta,-30,-69,2022-07-03
39820,Colisión vehículo-vehículo,Camión,-37,-64,2022-09-27
39823,Vuelco-despistes,Automóvil,-24,-65,2022-05-24
39825,Colisión vehículo-vehículo,Motocicleta,-32,-61,2022-09-11
39829,Colisión vehículo-vehículo,Motocicleta,-31,-61,2022-09-26
39830,Colisión vehículo-persona,Sin vehiculo,-33,-61,2022-09-03
39833,Colisión vehículo-vehículo,Motocicleta,-33,-62,2022-09-28
39838,Colisión vehículo-vehículo,Camioneta,-30,-62,2022-09-25
39848,Colisión vehículo-vehículo,Motocicleta,-33,-61,2022-09-22
39855,Colisión vehículo-persona,Sin vehiculo,-27,-56,2022-09-21
39858,Colisión vehículo-objeto,Camioneta,-28,-67,2022-07-25
39859,Colisión vehículo-vehículo,Motocicleta,-39,-69,2022-08-18
39860,Colisión vehículo-persona,Sin vehiculo,-46,-68,2022-09-07
39863,Vuelco-despistes,Automóvil,-32,-60,2022-09-11
39863,Vuelco-despistes,Automóvil,-32,-60,2022-09-11
39865,Colisión vehículo-vehículo,Motocicleta,-31,-58,2022-09-02
39866,Colisión vehículo-vehículo,Bicicleta,-33,-59,2022-09-02
39867,Colisión vehículo-vehículo,Motocicleta,-32,-60,2022-09-02
39868,Vuelco-despistes,Camioneta,-31,-60,2022-09-10
39869,Colisión vehículo-vehículo,Camioneta,-32,-61,2022-09-10
39872,Colisión vehículo-vehículo,Camioneta,-33,-60,2022-09-08
39878,Colisión vehículo-vehículo,Motocicleta,-26,-54,2022-09-12
39880,Colisión vehículo-persona,Sin vehiculo,-33,-66,2022-02-06
39882,Vuelco-despistes,Automóvil,-33,-65,2022-02-22
39882,Vuelco-despistes,Automóvil,-33,-65,2022-02-22
39882,Vuelco-despistes,Automóvil,-33,-65,2022-02-22
39883,Colisión vehículo-persona,Sin vehiculo,-34,-65,2022-02-27
39887,Colisión vehículo-persona,Sin vehiculo,-27,-55,2022-10-24
39888,Vuelco-despistes,Motocicleta,-34,-65,2022-01-09
39891,Vuelco-despistes,Camioneta,-33,-66,2022-01-29
39897,Vuelco-despistes,Automóvil,-27,-54,2022-01-03
